Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Season,Playoffs
113,Skal Labissière,PF,22,POR,3,11,-7.1,.225,.500,.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,,-0.1,0.0,-0.1,-0.247,,-9.6,-6.3,-15.8,0.0,2019,True
114,Jake Layman,SF,24,POR,6,20,-1.1,.285,.714,.571,5.3,15.9,10.6,0.0,0.0,0.0,0.0,19.1,,-0.1,0.0,-0.1,-0.124,,-8.2,-3.7,-11.9,-0.1,2019,True
115,T.J. Leaf,PF,21,IND,1,10,3.2,.258,.333,.667,9.9,24.2,16.4,0.0,0.0,0.0,0.0,17.9,,0.0,0.0,0.0,-0.088,,-4.2,-2.4,-6.7,0.0,2019,True
116,Kawhi Leonard,SF,27,TOR,24,939,27.9,.619,.292,.435,6.4,19.3,12.8,19.3,2.1,1.8,11.1,32.2,,3.1,1.7,4.8,.244,,7.6,2.4,10.1,2.9,2019,True
117,Meyers Leonard,C,26,POR,11,170,17.4,.616,.508,.138,3.7,21.3,12.5,11.8,0.9,0.5,5.5,18.7,,0.4,0.1,0.6,.156,,2.3,0.2,2.5,0.2,2019,True
118,Jon Leuer,PF,29,DET,1,5,0.5,.410,.000,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,,0.0,0.0,0.0,-0.180,,-7.6,-3.8,-11.3,0.0,2019,True
119,Caris LeVert,SF,24,BRK,5,144,23.1,.612,.356,.397,4.0,13.2,8.2,18.9,1.6,1.0,10.4,27.1,,0.4,0.0,0.4,.133,,4.9,0.9,5.7,0.3,2019,True
120,Damian Lillard,PG,28,POR,16,650,20.5,.566,.479,.345,1.3,11.1,6.2,28.0,2.1,0.6,13.6,29.5,,1.1,0.4,1.6,.115,,4.9,-0.2,4.6,1.1,2019,True
121,Jeremy Lin,PG,30,TOR,8,27,0.9,.418,.222,.444,0.0,12.3,6.1,21.0,1.9,0.0,31.7,26.5,,-0.1,0.0,-0.1,-0.174,,-8.3,-0.9,-9.2,0.0,2019,True
122,Shaun Livingston,PG,33,GSW,22,322,10.1,.517,.027,.333,4.0,6.9,5.5,13.0,1.5,1.2,8.5,12.7,,0.4,0.1,0.5,.071,,-2.8,0.6,-2.2,0.0,2019,True
123,Kevon Looney,C,22,GSW,21,432,16.6,.704,.000,.312,11.2,13.7,12.5,6.6,1.4,2.5,10.9,12.0,,1.2,0.3,1.4,.159,,0.2,0.5,0.7,0.3,2019,True
124,Brook Lopez,C,30,MIL,15,438,13.9,.572,.560,.216,2.9,15.5,9.4,7.1,0.7,5.8,6.4,15.4,,0.5,0.8,1.4,.151,,0.0,2.4,2.4,0.5,2019,True
125,Kyle Lowry,PG,32,TOR,24,901,15.4,.577,.523,.292,2.6,11.8,7.2,27.5,1.7,0.8,14.7,18.5,,1.5,1.3,2.7,.146,,1.0,1.3,2.3,1.0,2019,True
126,Trey Lyles,PF,23,DEN,3,8,-4.4,.000,.333,.000,12.9,0.0,6.6,30.9,0.0,0.0,0.0,16.8,,0.0,0.0,0.0,-0.237,,-6.6,-4.1,-10.7,0.0,2019,True
127,Thon Maker,PF,21,DET,4,69,3.5,.367,.462,.346,5.1,8.4,6.6,8.5,0.0,5.3,9.1,20.1,,-0.2,0.0,-0.2,-0.136,,-7.8,-1.6,-9.4,-0.1,2019,True
128,Boban Marjanović,C,30,PHI,11,105,21.8,.662,.075,.475,14.1,22.6,18.6,17.7,0.9,2.6,22.5,25.2,,0.2,0.2,0.4,.168,,0.2,0.6,0.8,0.1,2019,True
129,Jarell Martin,PF,24,ORL,3,18,16.7,.506,.778,.222,5.6,6.5,6.1,12.4,0.0,5.1,0.0,24.4,,0.0,0.0,0.0,.048,,5.9,0.4,6.3,0.0,2019,True
130,Wesley Matthews,SG,32,IND,4,119,3.5,.447,.700,.100,0.0,10.1,4.6,10.8,1.3,0.8,20.3,15.3,,-0.3,0.1,-0.1,-0.045,,-4.7,0.0,-4.7,-0.1,2019,True
131,Patrick McCaw,SG,23,TOR,11,48,5.7,.425,.600,.400,4.6,2.3,3.5,11.0,2.1,0.0,14.5,6.5,,0.0,0.1,0.1,.075,,-2.8,1.7,-1.1,0.0,2019,True
132,CJ McCollum,SG,27,POR,16,635,17.8,.527,.334,.160,2.3,11.0,6.7,16.8,1.0,1.3,7.4,27.7,,0.7,0.3,1.0,.075,,3.4,-0.7,2.6,0.7,2019,True
133,T.J. McConnell,PG,26,PHI,9,75,11.3,.444,.000,.000,1.5,6.9,4.3,22.2,1.3,1.2,3.6,15.9,,0.0,0.1,0.1,.072,,-2.3,-0.7,-3.0,0.0,2019,True
134,Doug McDermott,SF,27,IND,3,29,6.0,.255,.700,.400,10.3,8.3,9.4,21.9,0.0,3.3,0.0,18.8,,-0.1,0.0,0.0,-0.062,,-2.5,-0.9,-3.4,0.0,2019,True
135,Alfonzo McKinnie,SF,26,GSW,22,235,7.5,.521,.542,.169,8.6,15.7,12.2,2.3,0.4,0.4,8.6,12.8,,0.1,0.1,0.2,.036,,-3.1,-1.8,-4.9,-0.2,2019,True
136,Jodie Meeks,SG,31,TOR,14,66,3.1,.363,.448,.103,0.0,15.1,7.5,2.4,3.0,1.5,9.0,23.0,,-0.3,0.1,-0.1,-0.104,,-7.5,0.0,-7.6,-0.1,2019,True
137,Khris Middleton,SF,27,MIL,15,515,14.7,.567,.458,.259,1.8,16.1,9.3,19.6,0.8,0.0,11.5,21.1,,0.7,0.8,1.5,.136,,0.7,0.6,1.3,0.5,2019,True
138,Malcolm Miller,SF,25,TOR,10,28,4.0,.410,.750,.500,0.0,19.7,9.9,5.1,0.0,3.5,9.3,17.5,,-0.1,0.0,0.0,-0.019,,-5.1,-0.7,-5.8,0.0,2019,True
139,Patty Mills,PG,30,SAS,7,152,10.3,.390,.512,.233,0.7,9.9,5.3,22.6,2.4,0.5,6.0,15.4,,0.0,0.1,0.0,.013,,-2.7,0.9,-1.7,0.0,2019,True
140,Paul Millsap,PF,33,DEN,14,469,15.0,.561,.244,.391,5.3,15.9,10.5,3.6,1.3,2.5,9.0,19.2,,0.6,0.4,1.0,.098,,-1.4,-0.1,-1.5,0.0,2019,True
141,Nikola Mirotić,PF,27,MIL,14,298,11.9,.514,.650,.239,5.9,14.0,10.1,5.0,1.6,0.9,9.8,20.7,,0.0,0.5,0.5,.086,,-0.8,-0.1,-0.9,0.1,2019,True
142,Donovan Mitchell,SG,22,UTA,5,193,6.7,.423,.384,.295,3.7,10.2,6.8,15.5,2.0,0.6,14.2,32.7,,-0.7,0.2,-0.5,-0.125,,-3.3,-1.3,-4.6,-0.1,2019,True
143,Greg Monroe,C,28,PHI,10,90,17.0,.455,.100,.225,17.8,19.5,18.7,6.9,2.7,3.0,8.3,22.6,,0.0,0.2,0.2,.110,,0.4,-0.8,-0.4,0.0,2019,True
144,Eric Moreland,PF,27,TOR,8,28,10.3,.500,.000,.000,7.9,47.3,27.6,14.4,0.0,0.0,0.0,3.2,,0.1,0.1,0.1,.193,,-2.2,3.7,1.4,0.0,2019,True
145,Marcus Morris,PF,29,BOS,9,254,18.2,.664,.506,.392,5.1,23.5,14.7,7.4,0.2,1.8,7.0,17.3,,0.6,0.4,1.1,.202,,3.4,1.6,5.0,0.5,2019,True
146,Markieff Morris,PF,29,OKC,5,59,11.4,.476,.438,.563,7.2,16.8,11.9,12.1,0.8,4.3,9.1,15.9,,0.0,0.1,0.1,.077,,-2.5,2.1,-0.4,0.0,2019,True
147,Monte Morris,PG,23,DEN,14,224,9.8,.409,.151,.151,1.4,7.6,4.5,24.3,1.2,0.3,6.1,19.5,,-0.1,0.1,0.0,-0.002,,-3.6,-1.1,-4.7,-0.1,2019,True
148,Donatas Motiejūnas,PF,28,SAS,5,19,33.0,.597,.100,.200,17.1,22.5,19.8,20.8,0.0,0.0,0.0,26.6,,0.1,0.0,0.1,.268,,9.2,-0.6,8.6,0.0,2019,True
149,Jamal Murray,PG,21,DEN,14,508,19.4,.534,.329,.246,3.9,8.8,6.3,21.8,1.4,0.3,7.3,26.5,,1.0,0.2,1.2,.116,,3.2,-0.4,2.8,0.6,2019,True
150,Džanan Musa,SG,19,BRK,2,15,0.4,.667,.333,.000,0.0,0.0,0.0,0.0,6.2,0.0,50.0,16.3,,-0.1,0.0,-0.1,-0.163,,-13.0,2.4,-10.7,0.0,2019,True
151,Abdel Nader,SF,25,OKC,3,5,16.1,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,16.7,0.0,17.1,,0.0,0.0,0.0,.047,,2.1,4.4,6.5,0.0,2019,True
152,Shabazz Napier,PG,27,BRK,3,28,47.6,.826,.455,.727,6.8,19.9,12.8,71.4,1.6,0.0,0.0,21.1,,0.4,0.0,0.4,.626,,17.3,5.5,22.9,0.2,2019,True
153,Raul Neto,PG,26,UTA,3,20,-4.6,.167,.167,.000,0.0,16.4,7.9,7.5,0.0,0.0,0.0,12.8,,-0.1,0.0,-0.1,-0.156,,-10.3,-3.2,-13.4,-0.1,2019,True
154,Georges Niang,PF,25,UTA,5,55,11.2,.500,.591,.000,0.0,27.8,13.4,16.3,0.9,2.1,8.3,18.7,,0.0,0.1,0.0,.044,,-0.9,2.1,1.2,0.0,2019,True
155,Nerlens Noel,C,24,OKC,5,60,16.8,.575,.000,.100,19.6,14.7,17.2,0.0,1.6,4.2,16.1,17.7,,0.0,0.1,0.1,.086,,-2.3,-0.4,-2.7,0.0,2019,True
156,Royce O'Neale,SF,25,UTA,5,137,8.7,.567,.511,.089,1.5,16.7,8.8,10.3,0.7,1.7,17.6,17.7,,-0.1,0.1,0.0,.011,,-2.7,1.6,-1.1,0.0,2019,True
157,Kyle O'Quinn,C,28,IND,1,2,-27.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.1,,0.0,0.0,0.0,-0.697,,-35.8,-3.7,-39.6,0.0,2019,True
158,Semi Ojeleye,PF,24,BOS,6,34,9.9,.658,.556,.222,3.1,2.9,3.0,9.4,0.0,0.0,9.2,14.1,,0.1,0.0,0.1,.133,,-0.2,-0.7,-1.0,0.0,2019,True
159,Zaza Pachulia,C,34,DET,2,22,2.4,.363,.000,.333,4.0,42.3,20.6,0.0,0.0,0.0,12.7,15.1,,-0.1,0.0,-0.1,-0.131,,-7.7,-3.3,-11.0,0.0,2019,True
160,Chris Paul,PG,33,HOU,11,397,17.6,.557,.426,.304,4.1,15.4,9.9,25.1,3.0,1.6,18.1,22.9,,0.5,0.6,1.1,.128,,0.7,1.7,2.5,0.4,2019,True
161,Theo Pinson,SG,23,BRK,3,22,16.5,.563,.875,.000,0.0,15.2,7.0,20.5,4.2,0.0,11.1,16.7,,0.0,0.0,0.0,.089,,2.9,2.5,5.4,0.0,2019,True
162,Mason Plumlee,C,28,DEN,14,218,16.4,.539,.021,.596,12.3,17.6,14.9,13.8,1.7,3.6,11.9,13.8,,0.4,0.2,0.7,.144,,-1.2,1.7,0.5,0.1,2019,True
163,Jakob Poeltl,C,23,SAS,7,177,18.3,.638,.028,.250,15.3,17.5,16.4,9.8,0.6,2.3,7.0,11.3,,0.6,0.1,0.7,.182,,0.9,0.0,0.9,0.1,2019,True
164,Quincy Pondexter,SF,30,SAS,5,12,1.3,.000,.500,.000,0.0,8.9,4.5,20.3,4.4,0.0,0.0,7.7,,0.0,0.0,0.0,-0.069,,-7.5,2.5,-5.0,0.0,2019,True
165,Norman Powell,SG,25,TOR,23,366,12.2,.558,.492,.151,1.5,13.9,7.7,11.4,1.2,0.0,8.2,18.2,,0.3,0.5,0.7,.097,,-0.4,0.8,0.4,0.2,2019,True
166,JJ Redick,SG,34,PHI,12,376,8.9,.606,.702,.161,0.6,4.4,2.6,7.5,0.1,0.7,14.2,17.5,,0.3,0.2,0.4,.056,,-0.1,-2.0,-2.1,0.0,2019,True
167,Austin Rivers,SG,26,HOU,10,215,8.4,.572,.565,.097,1.1,9.7,5.5,7.2,1.2,0.4,11.0,15.0,,0.1,0.2,0.3,.069,,-2.5,0.4,-2.0,0.0,2019,True
168,Glenn Robinson III,SF,25,DET,3,36,7.5,.388,.533,.267,4.9,16.2,9.8,8.3,2.7,0.0,5.6,20.8,,-0.1,0.0,-0.1,-0.083,,-4.7,-0.4,-5.1,0.0,2019,True
169,Jerome Robinson,SG,21,LAC,5,46,15.7,.556,.429,.357,4.6,10.3,7.3,21.1,2.0,0.0,5.8,15.6,,0.1,0.0,0.1,.097,,2.6,1.6,4.2,0.1,2019,True
170,Terrence Ross,SG,27,ORL,5,146,11.2,.537,.648,.315,0.7,13.7,6.7,9.0,2.1,1.3,14.0,21.7,,-0.1,0.1,0.0,.015,,-0.2,1.1,0.9,0.1,2019,True
171,Terry Rozier,PG,24,BOS,9,162,8.7,.439,.576,.271,2.6,21.1,12.3,16.8,1.2,1.2,13.2,20.7,,-0.3,0.3,0.0,.012,,-2.7,1.2,-1.5,0.0,2019,True
172,Ricky Rubio,PG,28,UTA,5,168,17.3,.515,.303,.303,1.8,8.4,5.0,46.2,3.5,0.7,16.7,22.9,,0.1,0.2,0.3,.090,,1.3,3.6,4.8,0.3,2019,True
173,D'Angelo Russell,PG,22,BRK,5,148,11.5,.446,.359,.126,1.3,12.1,6.3,22.1,2.2,0.5,11.4,33.8,,-0.4,0.0,-0.3,-0.105,,-1.1,-2.0,-3.1,0.0,2019,True
174,Domantas Sabonis,C,22,IND,4,96,15.6,.484,.138,.483,7.3,27.7,16.5,29.1,1.6,1.0,12.5,19.4,,0.1,0.2,0.2,.113,,0.2,3.0,3.2,0.1,2019,True
175,Dennis Schröder,PG,25,OKC,5,151,13.7,.548,.364,.327,1.4,10.2,5.7,18.1,1.3,0.0,8.7,19.5,,0.2,0.1,0.3,.080,,-0.2,0.6,0.4,0.1,2019,True
176,Mike Scott,PF,30,PHI,10,193,7.3,.585,.723,.043,2.4,16.0,9.5,3.6,0.8,0.0,12.8,12.1,,0.1,0.2,0.3,.067,,-2.1,-0.4,-2.5,0.0,2019,True
177,Thabo Sefolosha,SF,34,UTA,4,42,-4.7,.179,.571,.000,2.4,18.2,10.0,7.1,0.0,0.0,6.7,15.3,,-0.2,0.0,-0.2,-0.189,,-8.8,-2.3,-11.1,-0.1,2019,True
178,Landry Shamet,SG,21,LAC,6,174,6.4,.542,.816,.263,0.6,7.5,3.8,7.6,1.6,0.0,14.2,11.8,,0.0,-0.1,-0.1,-0.029,,-2.9,-1.2,-4.1,-0.1,2019,True
179,Iman Shumpert,SG,28,HOU,8,109,5.0,.522,.846,.154,1.1,11.0,6.2,2.7,0.5,0.0,9.8,12.5,,0.0,0.1,0.1,.022,,-2.5,-0.7,-3.2,0.0,2019,True
180,Pascal Siakam,PF,24,TOR,24,891,17.1,.540,.272,.227,5.0,16.2,10.6,12.9,1.4,1.9,7.3,23.2,,1.0,1.4,2.4,.127,,1.8,0.8,2.6,1.0,2019,True
181,Ben Simmons,PG,22,PHI,12,421,18.0,.625,.000,.345,6.2,14.9,10.8,26.3,1.7,2.6,19.3,16.7,,0.8,0.6,1.4,.156,,1.6,2.0,3.7,0.6,2019,True
182,Jonathon Simmons,SF,29,PHI,7,52,2.5,.394,.333,.133,4.4,13.9,9.4,6.1,0.9,0.0,15.9,30.9,,-0.2,0.0,-0.2,-0.174,,-7.1,-5.2,-12.3,-0.1,2019,True
183,Anfernee Simons,SG,19,POR,5,12,-9.2,.217,.286,.714,0.0,0.0,0.0,0.0,4.2,0.0,0.0,33.4,,-0.1,0.0,-0.1,-0.364,,-14.2,-4.2,-18.5,-0.1,2019,True
184,Marcus Smart,SG,24,BOS,2,32,3.2,.257,1.000,.545,13.4,0.0,6.4,17.6,4.5,0.0,18.0,23.0,,-0.1,0.1,-0.1,-0.128,,-5.2,0.6,-4.6,0.0,2019,True
185,Ish Smith,PG,30,DET,4,81,3.6,.302,.184,.105,1.1,14.4,6.8,26.3,1.8,1.1,9.1,22.7,,-0.3,0.0,-0.3,-0.201,,-5.9,-1.9,-7.8,-0.1,2019,True
186,Zhaire Smith,SG,19,PHI,2,5,10.6,,,,0.0,0.0,0.0,0.0,9.8,0.0,,0.0,,0.0,0.0,0.0,.135,,-3.6,7.7,4.1,0.0,2019,True
187,Tony Snell,SF,27,MIL,9,28,4.6,.417,.333,.000,7.4,3.5,5.4,0.0,1.7,3.2,14.3,10.8,,0.0,0.0,0.0,.033,,-4.2,0.6,-3.6,0.0,2019,True
188,Edmond Sumner,PG,23,IND,1,2,12.6,,,,0.0,100.0,54.5,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.173,,-9.9,12.1,2.1,0.0,2019,True
189,Jayson Tatum,SF,20,BOS,9,295,13.5,.530,.277,.348,2.5,17.6,10.4,10.0,1.6,2.2,12.2,22.0,,-0.1,0.6,0.5,.075,,-0.5,1.6,1.0,0.2,2019,True
190,Garrett Temple,SG,32,LAC,6,63,5.3,.455,.636,.909,1.7,11.3,6.2,4.1,2.2,1.3,11.5,11.5,,0.0,0.0,-0.1,-0.039,,-5.5,0.5,-5.0,0.0,2019,True
191,Daniel Theis,C,26,BOS,7,42,8.0,.403,.143,.143,10.2,14.0,12.2,0.0,1.2,2.2,6.3,16.7,,0.0,0.1,0.0,.026,,-3.0,-1.2,-4.2,0.0,2019,True
192,Khyri Thomas,SG,22,DET,3,15,30.4,.563,.333,.083,0.0,15.5,6.7,0.0,6.4,0.0,0.0,34.9,,0.0,0.0,0.0,.088,,6.9,4.6,11.5,0.1,2019,True
193,Klay Thompson,SG,28,GSW,21,818,14.5,.575,.439,.114,1.7,10.1,6.0,8.3,1.7,1.8,9.1,22.1,,0.7,0.4,1.1,.067,,0.6,-0.4,0.2,0.5,2019,True
194,Sindarius Thornwell,SG,24,LAC,4,12,9.1,.417,.500,.000,0.0,39.5,18.6,0.0,3.9,0.0,0.0,20.8,,0.0,0.0,0.0,-0.048,,-4.8,2.5,-2.3,0.0,2019,True
195,P.J. Tucker,PF,33,HOU,11,426,14.3,.637,.648,.261,5.2,16.2,10.8,6.6,2.2,1.7,7.5,11.1,,0.9,0.6,1.5,.165,,1.8,2.7,4.5,0.7,2019,True
196,Evan Turner,PG,30,POR,16,245,9.0,.409,.022,.326,5.6,25.6,15.6,19.4,0.6,1.0,19.8,11.7,,0.0,0.2,0.2,.033,,-3.1,0.6,-2.6,0.0,2019,True
197,Myles Turner,C,22,IND,4,126,9.8,.479,.400,.371,3.2,20.1,10.8,8.1,0.0,5.3,6.9,16.1,,0.0,0.2,0.2,.060,,-3.2,0.9,-2.2,0.0,2019,True
198,Ekpe Udoh,C,31,UTA,2,6,-6.9,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,,0.0,0.0,0.0,-0.174,,-8.4,-5.3,-13.7,0.0,2019,True
199,Jarred Vanderbilt,PF,19,DEN,3,5,11.3,,,,0.0,21.4,10.5,0.0,0.0,15.7,,0.0,,0.0,0.0,0.0,.086,,-1.3,4.8,3.5,0.0,2019,True
200,Fred VanVleet,PG,24,TOR,24,592,10.4,.534,.590,.187,1.3,6.2,3.7,15.7,1.5,1.0,10.5,15.4,,0.4,0.7,1.1,.085,,-0.7,0.8,0.1,0.3,2019,True
201,Nikola Vučević,C,28,ORL,5,147,10.1,.436,.224,.241,6.2,24.8,14.8,19.3,0.7,3.2,16.8,23.3,,-0.3,0.1,-0.2,-0.053,,-1.9,0.4,-1.5,0.0,2019,True
202,Lonnie Walker IV,SG,20,SAS,6,21,8.6,.375,.125,.000,0.0,10.2,5.1,21.1,0.0,0.0,0.0,17.7,,0.0,0.0,0.0,-0.036,,-3.0,-2.1,-5.1,0.0,2019,True
203,Tyrone Wallace,PG,24,LAC,2,11,4.3,.376,.000,.750,0.0,10.8,5.1,36.9,0.0,0.0,15.8,23.9,,0.0,0.0,0.0,-0.146,,-5.6,-0.8,-6.4,0.0,2019,True
204,Brad Wanamaker,PG,29,BOS,4,17,20.1,.571,.143,.571,0.0,0.0,0.0,31.1,5.7,0.0,18.6,28.0,,0.0,0.0,0.0,.118,,2.7,1.5,4.2,0.0,2019,True
205,Russell Westbrook,PG,30,OKC,5,197,16.0,.466,.306,.234,3.8,21.2,12.4,46.0,1.2,1.3,15.8,31.5,,-0.1,0.2,0.1,.023,,1.5,0.4,1.9,0.2,2019,True
206,Derrick White,PG,24,SAS,7,191,18.9,.613,.227,.347,0.6,11.2,5.9,18.1,1.4,2.1,14.8,24.7,,0.3,0.1,0.4,.090,,1.1,1.0,2.1,0.2,2019,True
207,Lou Williams,SG,32,LAC,6,176,21.1,.533,.173,.394,3.6,7.4,5.4,45.5,1.3,0.5,12.9,33.1,,0.3,-0.1,0.2,.050,,4.0,-2.7,1.3,0.1,2019,True
208,Robert Williams,C,21,BOS,3,13,17.3,.694,.000,1.000,8.2,45.1,27.5,0.0,0.0,0.0,0.0,9.8,,0.0,0.0,0.1,.256,,2.5,0.1,2.6,0.0,2019,True
209,D.J. Wilson,PF,22,MIL,8,43,6.6,.563,.313,.125,2.4,20.2,11.7,14.7,0.0,2.1,29.3,23.9,,-0.1,0.1,0.0,-0.040,,-7.9,0.7,-7.1,-0.1,2019,True
210,Guerschon Yabusele,PF,23,BOS,4,14,15.7,.565,.250,1.750,7.6,7.0,7.3,11.9,0.0,6.7,12.4,25.5,,0.0,0.0,0.0,.143,,-0.6,2.5,1.9,0.0,2019,True
211,Thaddeus Young,PF,30,IND,4,130,16.5,.466,.190,.167,6.9,17.6,11.7,20.6,4.3,2.2,10.0,17.8,,0.0,0.3,0.3,.112,,0.1,4.2,4.3,0.2,2019,True
212,Ivica Zubac,C,21,LAC,4,39,23.0,.518,.000,.167,29.6,33.4,31.4,4.3,2.4,4.3,17.2,24.9,,0.0,0.0,0.1,.065,,2.2,-2.4,-0.2,0.0,2019,True
