Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Season,Playoffs
68,Gary Harris,SG,29,ORL,6,159,4.9,.433,.786,.071,3.4,5.1,4.2,3.7,2.2,1.8,6.5,8.5,,0.0,0.4,0.3,.096,,-4.7,2.7,-2.0,0.0,2024,True
69,Tobias Harris,PF,31,PHI,6,218,9.0,.512,.353,.078,4.8,16.9,11.1,6.3,0.2,1.2,5.4,11.8,,0.1,0.1,0.2,.051,,-1.5,-1.4,-2.9,-0.1,2024,True
70,Josh Hart,SF,28,NYK,13,548,14.1,.552,.393,.320,7.6,25.2,16.0,15.3,1.2,1.7,16.6,16.5,,0.5,0.2,0.8,.069,,-0.6,1.5,0.9,0.4,2024,True
71,Isaiah Hartenstein,C,25,NYK,13,388,16.4,.642,.026,.289,14.2,16.7,15.4,16.8,0.5,2.8,18.2,11.9,,1.0,0.0,1.0,.126,,-0.1,1.4,1.3,0.3,2024,True
72,Sam Hauser,SF,26,BOS,19,283,12.1,.601,.845,.048,3.3,13.6,8.5,5.7,0.9,1.0,3.4,14.6,,0.4,0.4,0.8,.136,,0.7,0.4,1.1,0.2,2024,True
73,Jordan Hawkins,SG,21,NOP,3,12,-12.4,.000,.750,.000,0.0,19.6,9.0,0.0,0.0,0.0,0.0,14.6,,-0.1,0.0,-0.1,-0.322,,-14.8,-5.4,-20.2,-0.1,2024,True
74,Jaxson Hayes,C,23,LAL,4,24,0.0,.174,.000,1.000,14.2,40.5,27.7,4.8,0.0,0.0,41.0,9.4,,-0.1,0.0,0.0,-0.050,,-11.6,-0.7,-12.3,-0.1,2024,True
75,Gordon Hayward,SF,33,OKC,7,46,5.0,.000,.000,.000,2.5,27.8,15.6,7.9,1.1,2.1,0.0,3.0,,0.0,0.1,0.1,.078,,-5.3,3.4,-1.9,0.0,2024,True
76,Tyler Herro,SG,24,MIA,5,185,10.2,.510,.551,.128,0.0,11.8,5.7,25.2,0.6,0.0,14.5,25.5,,-0.3,0.0,-0.2,-0.059,,-0.6,-0.8,-1.4,0.0,2024,True
77,Buddy Hield,SG,31,PHI,4,51,11.4,.615,.765,.118,4.6,6.4,5.5,6.3,0.0,1.7,10.1,18.0,,0.1,0.0,0.1,.058,,1.5,-2.8,-1.3,0.0,2024,True
78,Haywood Highsmith,PF,27,MIA,5,126,3.4,.422,.571,.036,1.8,11.5,6.5,9.6,0.4,0.9,12.3,12.6,,-0.2,0.0,-0.2,-0.060,,-6.4,0.0,-6.4,-0.1,2024,True
79,Jrue Holiday,PG,33,BOS,19,720,15.4,.617,.451,.114,6.1,12.8,9.5,17.0,1.5,1.5,12.5,15.0,,1.5,1.0,2.5,.167,,1.1,1.6,2.8,0.9,2024,True
80,Justin Holiday,SG,34,DEN,12,150,5.3,.476,.829,.114,0.7,14.8,7.6,3.6,2.1,0.0,7.5,12.2,,-0.1,0.2,0.1,.021,,-4.8,0.9,-3.9,-0.1,2024,True
81,Chet Holmgren,C,21,OKC,10,345,16.4,.584,.420,.277,4.7,17.9,11.5,9.4,1.0,6.8,12.5,20.2,,0.2,0.8,1.0,.140,,-0.3,2.5,2.1,0.4,2024,True
82,Al Horford,C,37,BOS,19,575,15.0,.609,.688,.080,7.2,19.9,13.6,9.9,1.4,2.6,7.7,12.5,,1.1,1.0,2.0,.170,,1.4,1.6,3.1,0.7,2024,True
83,Caleb Houstan,SF,21,ORL,3,14,9.9,.750,1.000,.000,7.6,8.3,8.0,0.0,0.0,0.0,0.0,6.3,,0.0,0.0,0.1,.173,,1.4,0.6,1.9,0.0,2024,True
84,Jett Howard,SF,20,ORL,2,10,9.0,.833,.333,.000,0.0,11.7,5.6,18.7,0.0,0.0,40.0,21.9,,0.0,0.0,0.0,.012,,-2.5,1.3,-1.2,0.0,2024,True
85,Bones Hyland,PG,23,LAC,3,12,34.0,.628,.714,.571,0.0,18.7,9.5,67.6,0.0,0.0,10.2,37.1,,0.1,0.0,0.1,.346,,14.0,2.4,16.3,0.1,2024,True
86,Joe Ingles,SF,36,ORL,7,68,12.1,.427,.583,.167,3.1,18.9,10.7,26.1,2.2,0.0,0.0,8.3,,0.1,0.2,0.3,.181,,-1.3,4.0,2.6,0.1,2024,True
87,Brandon Ingram,SF,26,NOP,4,145,9.1,.450,.145,.345,0.7,13.8,6.7,15.8,1.4,3.5,12.4,21.9,,-0.2,0.2,-0.1,-0.017,,-1.9,0.7,-1.3,0.0,2024,True
88,Kyrie Irving,SG,31,DAL,22,879,16.6,.566,.342,.183,2.9,7.6,5.3,21.5,1.4,0.8,10.6,24.9,,1.4,0.7,2.1,.116,,2.6,-0.2,2.4,1.0,2024,True
89,Jonathan Isaac,PF,26,ORL,7,147,13.6,.552,.692,.051,7.3,19.0,12.9,3.3,1.7,5.7,9.1,13.1,,0.1,0.4,0.5,.165,,0.4,2.2,2.6,0.2,2024,True
90,Andre Jackson Jr.,SG,22,MIL,5,60,14.2,.545,.545,.000,9.5,11.2,10.4,22.1,4.3,1.6,21.4,10.7,,0.1,0.1,0.2,.123,,-1.7,4.2,2.5,0.1,2024,True
91,Isaiah Jackson,C,22,IND,15,154,18.1,.560,.000,.419,16.4,20.2,18.3,5.9,1.0,7.7,7.3,16.1,,0.3,0.2,0.5,.149,,-0.9,-0.3,-1.2,0.0,2024,True
92,Reggie Jackson,PG,33,DEN,12,117,5.1,.430,.479,.042,1.9,13.0,7.3,15.2,0.9,0.8,14.1,22.3,,-0.3,0.1,-0.2,-0.074,,-5.0,-1.9,-7.0,-0.1,2024,True
93,LeBron James,PF,39,LAL,5,204,26.0,.637,.263,.232,2.2,15.9,9.2,36.4,3.0,2.1,14.8,29.0,,0.5,0.3,0.8,.185,,6.6,4.0,10.6,0.7,2024,True
94,Jaime Jaquez Jr.,SF,22,MIA,4,123,9.8,.463,.250,.135,1.8,10.8,6.2,17.1,1.3,1.8,11.3,24.7,,-0.3,0.1,-0.2,-0.079,,-3.7,-0.2,-3.9,-0.1,2024,True
95,DaQuan Jeffries,SG,26,NYK,4,20,11.8,.500,.625,.000,5.6,18.3,11.7,0.0,2.6,0.0,0.0,17.6,,0.0,0.0,0.0,.064,,-1.2,1.7,0.5,0.0,2024,True
96,Isaiah Joe,SG,24,OKC,10,173,11.5,.593,.722,.000,2.7,11.1,7.0,8.5,1.5,0.0,8.5,15.6,,0.1,0.3,0.4,.116,,0.2,0.7,0.9,0.1,2024,True
97,James Johnson,PF,36,IND,1,1,-30.4,.568,,,0.0,0.0,0.0,0.0,0.0,0.0,53.2,85.0,,0.0,0.0,0.0,-1.300,,-32.9,-18.6,-51.6,0.0,2024,True
98,Nikola Jokić,C,28,DEN,12,482,30.0,.625,.217,.291,9.9,28.7,19.0,40.3,1.8,1.5,12.7,30.0,,1.9,0.7,2.6,.259,,9.0,3.8,12.8,1.8,2024,True
99,Damian Jones,C,28,CLE,2,9,5.7,,,,12.9,12.6,12.8,28.5,0.0,11.1,100.0,10.3,,0.0,0.0,0.0,-0.111,,-5.9,4.1,-1.7,0.0,2024,True
100,Derrick Jones Jr.,SF,26,DAL,22,647,11.2,.577,.406,.188,5.9,7.6,6.7,6.0,0.9,3.1,9.4,13.4,,0.7,0.6,1.3,.095,,-0.5,0.9,0.4,0.4,2024,True
101,Herbert Jones,SF,25,NOP,4,141,9.8,.562,.585,.293,4.3,11.7,7.7,12.1,1.8,0.7,19.2,17.8,,0.0,0.1,0.1,.036,,-1.5,1.3,-0.2,0.1,2024,True
102,DeAndre Jordan,C,35,DEN,2,13,17.3,.694,.000,1.000,8.5,18.0,13.1,0.0,4.0,7.2,0.0,10.2,,0.0,0.0,0.1,.268,,-5.0,4.7,-0.3,0.0,2024,True
103,Nikola Jović,PF,20,MIA,5,128,15.2,.601,.611,.194,1.8,29.4,15.1,13.9,2.1,2.7,13.3,17.2,,0.1,0.2,0.2,.082,,0.4,3.4,3.9,0.2,2024,True
104,Maxi Kleber,C,32,DAL,13,219,7.7,.576,.718,.154,2.1,10.9,6.5,8.1,0.7,1.8,10.7,9.7,,0.2,0.2,0.4,.079,,-1.8,1.5,-0.3,0.1,2024,True
105,Luke Kornet,C,28,BOS,13,133,17.5,.730,.000,.619,16.9,19.3,18.1,7.4,0.4,3.5,18.3,11.4,,0.4,0.2,0.6,.220,,0.8,0.8,1.7,0.1,2024,True
106,A.J. Lawson,SG,23,DAL,10,30,11.1,.557,.667,.222,3.9,7.6,5.7,0.0,0.0,3.2,0.0,15.0,,0.0,0.0,0.1,.087,,0.3,-0.3,0.1,0.0,2024,True
107,Kawhi Leonard,SF,32,LAC,2,59,14.3,.474,.208,.125,5.9,24.7,15.4,12.2,3.6,1.7,13.6,22.7,,-0.1,0.1,0.0,.011,,-0.6,3.1,2.6,0.1,2024,True
108,Caris LeVert,SG,29,CLE,11,278,11.9,.489,.324,.255,3.3,13.1,8.3,14.5,1.7,2.2,11.0,21.4,,-0.2,0.3,0.1,.019,,-1.7,0.7,-1.0,0.1,2024,True
109,E.J. Liddell,PF,23,NOP,1,3,4.2,,,,0.0,39.3,18.1,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.051,,-4.3,1.3,-3.1,0.0,2024,True
110,Damian Lillard,PG,33,MIL,4,156,24.8,.640,.593,.469,1.5,7.9,4.7,20.7,1.3,0.0,8.4,31.4,,0.6,0.0,0.6,.200,,7.5,-0.2,7.3,0.4,2024,True
111,Nassir Little,SF,23,PHO,4,14,13.4,.700,.600,.000,0.0,8.8,4.4,0.0,0.0,0.0,0.0,16.8,,0.0,0.0,0.0,.042,,1.9,-2.1,-0.2,0.0,2024,True
112,Dereck Lively II,C,19,DAL,21,462,19.3,.677,.011,.642,14.3,24.4,19.3,8.7,1.0,4.2,14.7,14.1,,1.2,0.7,1.9,.200,,1.3,1.9,3.2,0.6,2024,True
113,Chris Livingston,SF,20,MIL,2,6,3.3,.431,.000,3.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,,0.0,0.0,0.0,-0.179,,-4.9,-4.3,-9.3,0.0,2024,True
114,Brook Lopez,C,35,MIL,6,200,18.2,.650,.307,.200,6.2,8.4,7.3,8.9,0.0,3.9,9.9,20.8,,0.4,0.0,0.4,.106,,1.6,-0.2,1.4,0.2,2024,True
115,Kevin Love,PF,35,MIA,5,32,11.6,.500,.444,.000,3.6,49.2,25.7,20.3,0.0,0.0,18.2,16.8,,0.0,0.0,0.0,.008,,-1.0,1.4,0.4,0.0,2024,True
116,Kyle Lowry,PG,37,PHI,6,175,11.4,.544,.750,.469,4.0,9.3,6.8,19.7,1.8,1.9,9.4,11.2,,0.3,0.1,0.4,.111,,-1.1,1.7,0.6,0.1,2024,True
117,Terance Mann,SG,27,LAC,6,187,10.4,.565,.478,.174,10.5,7.8,9.1,9.2,0.0,0.0,9.2,13.3,,0.3,0.0,0.3,.075,,0.1,-1.3,-1.2,0.0,2024,True
118,Naji Marshall,SF,26,NOP,4,84,13.9,.587,.536,.214,3.6,11.2,7.1,10.7,1.2,2.4,6.1,17.0,,0.1,0.1,0.2,.124,,1.9,1.8,3.7,0.1,2024,True
119,Caleb Martin,SF,28,MIA,5,176,10.6,.614,.556,.111,3.2,9.0,6.0,6.4,0.9,0.0,6.0,14.0,,0.2,0.0,0.2,.059,,-1.2,0.3,-0.9,0.0,2024,True
120,Tyrese Maxey,PG,23,PHI,6,267,20.7,.595,.399,.203,0.4,12.2,6.5,30.1,1.0,0.6,8.0,28.2,,0.8,0.1,0.9,.155,,5.2,-0.2,5.0,0.5,2024,True
121,Miles McBride,PG,23,NYK,13,347,11.2,.553,.548,.097,2.3,7.7,4.9,10.8,1.1,0.5,7.8,17.8,,0.4,-0.1,0.3,.047,,-1.4,-0.2,-1.6,0.0,2024,True
122,CJ McCollum,PG,32,NOP,4,148,9.9,.474,.392,.027,1.4,13.5,7.0,26.3,2.4,2.0,17.6,26.9,,-0.4,0.2,-0.2,-0.059,,-1.4,1.5,0.2,0.1,2024,True
123,T.J. McConnell,PG,31,IND,17,348,20.0,.522,.141,.081,3.8,13.6,8.8,37.3,2.2,0.5,9.9,27.6,,0.6,0.2,0.8,.104,,2.2,-0.5,1.7,0.3,2024,True
124,Jaden McDaniels,SF,23,MIN,16,537,13.1,.627,.400,.250,6.2,7.3,6.7,5.0,1.4,3.2,9.9,14.6,,0.8,0.5,1.4,.121,,-0.4,2.0,1.6,0.5,2024,True
125,Doug McDermott,SF,32,IND,10,64,8.6,.591,.727,.000,3.8,1.8,2.8,13.0,0.0,2.9,8.3,8.5,,0.1,0.0,0.1,.063,,0.1,0.3,0.5,0.0,2024,True
126,Jordan McLaughlin,PG,27,MIN,6,30,-5.8,.202,.556,.222,0.0,15.8,7.9,9.0,0.0,0.0,16.8,18.0,,-0.2,0.0,-0.2,-0.254,,-12.6,-3.7,-16.3,-0.1,2024,True
