Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Season,Playoffs
288.0,Lonny Baxter,24.0,CHI,C,55.0,0.0,682.0,11.3,0.521,0.01,0.5,10.7,16.0,13.4,3.8,0.7,2.3,15.5,19.3,0.4,0.5,0.9,0.063,-4.0,-1.4,-5.4,-0.6,,2003,False
289.0,Lindsey Hunter,32.0,TOR,PG,29.0,0.0,673.0,10.6,0.434,0.354,0.156,2.4,7.8,5.0,18.8,2.8,0.5,15.0,25.8,-0.9,0.4,-0.6,-0.041,-2.0,-1.1,-3.2,-0.2,,2003,False
290.0,Kedrick Brown,21.0,BOS,SF,51.0,5.0,666.0,8.8,0.392,0.228,0.187,7.4,16.6,11.9,5.1,2.7,1.5,11.1,14.5,-0.5,1.1,0.5,0.037,-4.6,0.6,-4.0,-0.3,,2003,False
291.0,Chris Jefferies,22.0,TOR,SF,51.0,10.0,666.0,6.8,0.463,0.278,0.222,2.6,7.7,5.0,5.4,1.5,1.7,17.4,17.7,-0.8,0.2,-0.5,-0.039,-4.2,-1.7,-5.8,-0.7,,2003,False
292.0,Cherokee Parks,30.0,LAC,PF,30.0,18.0,648.0,13.3,0.523,0.012,0.233,8.1,14.9,11.5,5.5,1.3,2.2,9.1,13.8,0.8,0.4,1.2,0.09,-0.4,-0.8,-1.2,0.1,,2003,False
293.0,Juan Dixon,24.0,WAS,PG,42.0,3.0,647.0,11.0,0.464,0.31,0.17,2.4,10.8,6.6,11.3,2.2,0.3,12.6,24.3,-0.5,0.5,0.1,0.005,-2.6,-1.2,-3.8,-0.3,,2003,False
294.0,Jérôme Moïso,24.0,NOH,C,51.0,1.0,644.0,14.5,0.542,0.0,0.24,10.5,21.7,16.1,5.8,1.6,4.9,19.6,16.6,0.3,1.2,1.5,0.109,-2.8,1.5,-1.3,0.1,,2003,False
295.0,Austin Croshere,27.0,IND,PF,49.0,0.0,633.0,16.1,0.53,0.33,0.311,7.3,19.9,13.7,14.9,0.5,1.5,10.5,18.9,1.2,0.8,2.0,0.151,1.7,0.0,1.7,0.6,,2003,False
296.0,Terence Morris,24.0,HOU,SF,49.0,0.0,632.0,11.9,0.5,0.182,0.08,7.5,15.7,11.7,6.8,0.7,1.9,13.7,15.4,0.3,0.6,0.9,0.07,-0.8,-0.5,-1.3,0.1,,2003,False
297.0,Stanislav Medvedenko,23.0,LAL,PF,58.0,10.0,620.0,10.3,0.46,0.008,0.167,11.9,13.7,12.8,4.9,0.9,0.9,11.8,22.5,0.0,0.4,0.4,0.032,-4.7,-2.6,-7.4,-0.8,,2003,False
298.0,Marcus Camby,28.0,DEN,C,29.0,9.0,616.0,17.5,0.444,0.022,0.22,13.5,26.4,19.7,14.4,1.7,5.2,9.8,19.9,0.3,1.2,1.5,0.119,-0.4,1.0,0.6,0.4,,2003,False
299.0,Danny Ferry,36.0,SAS,SF,64.0,1.0,601.0,5.1,0.459,0.484,0.105,4.0,10.1,7.2,5.3,0.6,1.0,17.2,12.1,-0.2,0.6,0.3,0.028,-3.1,-0.1,-3.2,-0.2,,2003,False
300.0,Calvin Booth,26.0,SEA,C,47.0,0.0,575.0,9.9,0.494,0.017,0.395,6.5,16.0,11.2,3.3,1.0,4.5,13.6,13.2,0.2,0.7,0.8,0.071,-4.0,0.6,-3.3,-0.2,,2003,False
301.0,Tremaine Fowlkes,26.0,LAC,SF,37.0,10.0,573.0,12.4,0.533,0.07,0.461,8.2,12.2,10.2,6.5,2.3,0.2,11.5,13.7,0.9,0.4,1.2,0.102,-1.3,0.5,-0.8,0.2,,2003,False
302.0,Gerald Wallace,20.0,SAC,SF,47.0,7.0,571.0,12.5,0.51,0.022,0.404,7.5,16.0,12.0,6.1,2.1,1.7,17.0,20.1,-0.1,1.0,0.9,0.074,-3.0,0.8,-2.3,0.0,,2003,False
303.0,Jermaine Jackson,26.0,2TM,SG,53.0,1.0,559.0,9.0,0.451,0.091,0.5,3.9,7.7,5.8,20.5,1.8,0.8,20.2,13.8,0.0,0.2,0.2,0.016,-3.4,-0.5,-3.9,-0.3,,2003,False
303.0,Jermaine Jackson,26.0,TOR,SG,24.0,1.0,286.0,8.2,0.413,0.132,0.397,3.8,6.2,5.0,21.1,1.7,0.7,19.2,15.8,-0.2,0.1,-0.1,-0.017,-3.8,-1.1,-4.9,-0.2,,2003,False
303.0,Jermaine Jackson,26.0,ATL,SG,29.0,0.0,273.0,9.9,0.506,0.024,0.667,3.9,9.2,6.7,19.8,1.9,0.8,21.6,11.6,0.2,0.1,0.3,0.051,-3.0,0.2,-2.8,-0.1,,2003,False
304.0,Joel Przybilla,23.0,MIL,C,32.0,17.0,546.0,7.9,0.424,0.0,0.522,10.2,20.9,15.5,3.0,1.0,6.1,25.1,6.4,0.1,0.5,0.6,0.051,-4.3,0.3,-4.0,-0.3,,2003,False
305.0,Jake Tsakalidis,23.0,PHO,C,33.0,27.0,543.0,10.2,0.501,0.0,0.43,9.3,16.2,12.7,3.7,0.6,2.3,13.9,15.4,0.3,0.5,0.9,0.078,-3.5,0.0,-3.5,-0.2,,2003,False
306.0,Dan Langhi,25.0,PHO,SF,60.0,0.0,541.0,9.4,0.434,0.153,0.099,3.9,14.3,9.1,6.4,1.5,0.8,7.1,18.8,-0.1,0.6,0.4,0.038,-3.2,-0.4,-3.6,-0.2,,2003,False
307.0,Greg Foster,34.0,TOR,C,29.0,9.0,539.0,4.7,0.445,0.033,0.262,6.1,15.9,10.8,3.8,0.1,1.2,18.1,14.1,-0.4,0.1,-0.3,-0.025,-6.5,-2.2,-8.7,-0.9,,2003,False
308.0,Dan Dickau,24.0,ATL,PG,50.0,0.0,515.0,9.9,0.504,0.359,0.153,2.1,7.2,4.8,28.3,1.4,0.3,22.6,20.9,-0.1,0.1,0.0,0.001,-2.7,-2.4,-5.1,-0.4,,2003,False
309.0,Charles Oakley,39.0,WAS,C,42.0,1.0,514.0,8.3,0.529,0.0,0.618,8.5,16.2,12.3,11.7,1.4,0.9,23.1,8.4,0.5,0.5,0.9,0.088,-3.6,0.9,-2.7,-0.1,,2003,False
310.0,Dikembe Mutombo,36.0,NJN,C,24.0,16.0,514.0,11.2,0.445,0.0,0.42,12.0,22.0,17.0,5.8,0.4,5.4,18.0,16.6,-0.2,1.0,0.8,0.076,-3.7,0.3,-3.4,-0.2,,2003,False
