Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Season,Playoffs
1.0,Mikal Bridges,25.0,PHO,SF,82.0,82.0,2854.0,14.4,0.627,0.364,0.183,2.9,10.0,6.5,8.7,1.6,1.1,6.8,15.0,5.2,3.7,8.9,0.15,0.5,1.1,1.6,2.6,"DPOY-2,DEF1",2022,False
2.0,Miles Bridges,23.0,CHO,PF,80.0,80.0,2837.0,17.9,0.593,0.383,0.274,3.3,17.8,10.4,15.7,1.3,2.2,9.9,22.6,5.0,2.3,7.2,0.123,1.8,-0.3,1.5,2.5,,2022,False
3.0,DeMar DeRozan,32.0,CHI,PF,76.0,76.0,2743.0,23.1,0.59,0.093,0.386,2.3,13.7,8.0,23.3,1.2,0.8,9.2,31.8,7.0,1.8,8.8,0.154,3.4,-0.9,2.5,3.1,"MVP-10,AS,NBA2",2022,False
4.0,Jayson Tatum,23.0,BOS,SF,76.0,76.0,2731.0,21.8,0.578,0.416,0.3,3.5,20.2,12.1,21.1,1.4,1.6,10.9,32.1,5.0,4.6,9.6,0.169,4.3,0.6,5.0,4.8,"MVP-6,AS,NBA1",2022,False
5.0,Saddiq Bey,22.0,DET,SF,82.0,82.0,2704.0,14.0,0.529,0.537,0.224,4.1,14.1,8.8,13.8,1.3,0.5,7.1,21.3,2.4,1.6,4.0,0.071,0.9,-1.2,-0.3,1.2,,2022,False
6.0,Tyrese Haliburton,21.0,2TM,PG,77.0,77.0,2695.0,18.2,0.595,0.428,0.209,2.5,10.3,6.3,34.1,2.4,1.6,16.7,19.0,5.2,1.8,7.0,0.125,2.7,-0.1,2.6,3.1,,2022,False
6.0,Tyrese Haliburton,21.0,SAC,SG,51.0,51.0,1757.0,17.0,0.575,0.43,0.177,2.4,10.0,6.2,31.4,2.4,1.7,15.4,18.3,2.7,1.2,4.0,0.109,2.2,0.4,2.6,2.0,,2022,False
6.0,Tyrese Haliburton,21.0,IND,PG,26.0,26.0,938.0,20.5,0.629,0.424,0.266,2.6,10.9,6.7,38.9,2.5,1.4,18.9,20.3,2.5,0.6,3.0,0.156,3.8,-1.0,2.8,1.1,,2022,False
7.0,Russell Westbrook,33.0,LAL,PG,78.0,78.0,2678.0,15.0,0.512,0.215,0.324,4.4,18.8,11.6,31.6,1.3,0.7,17.3,27.3,-0.6,2.3,1.7,0.03,-0.7,-0.9,-1.6,0.2,,2022,False
8.0,Trae Young,23.0,ATL,PG,76.0,76.0,2652.0,25.4,0.603,0.395,0.358,2.1,9.6,5.9,46.7,1.3,0.2,14.5,34.4,9.0,1.0,10.0,0.181,7.1,-2.0,5.2,4.8,"AS,NBA3",2022,False
